1,0.192774
2,0.109321
3,0.083839
4,0.070687
5,0.062759
6,0.056959
7,0.055305
8,0.054200
9,0.061600
10,0.058648
11,0.055754
12,0.055131
13,0.056318
14,0.055576
15,0.056532
16,0.056338
